nodes,label,type,id,orig_label,new_id,preds,confidence
wauv.net,-1,url,24745,-1,24745,0,0.7247352
freecoconutrecipes.com,-1,url,39296,-1,39296,0,0.72465014
meekspaceng.blogspot.com,-1,url,40457,-1,40457,0,0.7246317
estadodoacre.com.br,-1,url,40453,-1,40453,0,0.72461426
powpowpunishment.blogspot.com,-1,url,11875,-1,11875,0,0.72451186
modishtips.com,-1,url,20261,-1,20261,0,0.7243682
thiswestisourwest.com,-1,url,42907,-1,42893,0,0.7243659
cryptoglobalnews.live,-1,url,39618,-1,39618,0,0.7241969
anhinternational.org,-1,url,26020,-1,26020,0,0.7240168
ironburka.blogspot.com,-1,url,39066,-1,39066,0,0.7239111
1970bolo.blogspot.com,-1,url,41657,-1,41657,0,0.7238572
radiostereosantagata.it,-1,url,15125,-1,15125,0,0.7237401
interetpourtous2.blogspot.com,-1,url,39103,-1,39103,0,0.7236674
ruter.de,-1,url,21764,-1,21764,0,0.7236599
ilfattoquotidiano.fr,-1,url,13711,-1,13711,0,0.72356945
reseauinternational.org,-1,url,27528,-1,27528,0,0.72348815
biggerfatterpolitics.blogspot.com,-1,url,30596,-1,30596,0,0.723467
texifornia.blogspot.com,-1,url,40406,-1,40406,0,0.7234154
swamisevaratna.blogspot.com,-1,url,41263,-1,41263,0,0.72337776
congressional-ethics-reports.com,-1,url,29753,-1,29753,0,0.7231056
phun.com,-1,url,26309,-1,26309,0,0.7231014
bcfoley.blogspot.com,-1,url,37639,-1,37639,0,0.7230973
medijuana.eu,-1,url,23393,-1,23393,0,0.7230959
mrmemitchell-badcatholic.blogspot.com,-1,url,33431,-1,33431,0,0.7230462
usmjparty.com,-1,url,18217,-1,18217,0,0.7230064
duffandnonsense.typepad.com,-1,url,30912,-1,30912,0,0.72294295
practicaleschatology.blogspot.com,-1,url,40864,-1,40864,0,0.7228767
paraguaytimes.com,-1,url,41196,-1,41196,0,0.72279924
drmmabdulhalimmdcardiology.blogspot.com,-1,url,30758,-1,30758,0,0.72277313
texthilfe.de,-1,url,14107,-1,14107,0,0.7227574
secfootballonline.blogspot.com,-1,url,21723,-1,21723,0,0.7227416
arthursido.com,-1,url,14572,-1,14572,0,0.7226995
weatherinternal.com,-1,url,20215,-1,20215,0,0.7226369
exileinportales.blogspot.com,-1,url,28238,-1,28238,0,0.7225852
disqus.com,-1,url,25055,-1,25055,0,0.7225739
auricmedia.net,-1,url,31678,-1,31678,0,0.7224482
paravaria.blogspot.com,-1,url,39627,-1,39627,0,0.7222952
freedom-school.com,-1,url,39387,-1,39387,0,0.72223985
lesgrossesorchadeslesamplesthalameges.fr,-1,url,26837,-1,26837,0,0.7222092
cubanamericanvoice.com,-1,url,29358,-1,29358,0,0.7222077
paekdu-hanna.com,-1,url,40850,-1,40850,0,0.7221353
pressadvisor.it,-1,url,39875,-1,39875,0,0.72207415
trumpnews.live,-1,url,39619,-1,39619,0,0.72192025
antoineleaument.fr,-1,url,26804,-1,26804,0,0.7219034
rolandhansencommentary.blogspot.com,-1,url,33435,-1,33435,0,0.7218549
kamnapmonosanhchetana.blogspot.com,-1,url,31304,-1,31304,0,0.72181576
masrialan.com,-1,url,18869,-1,18869,0,0.7218136
democraziaoggi.it,-1,url,29113,-1,29113,0,0.721657
pogrindis.lt,-1,url,39107,-1,39107,0,0.72145957
medicbunker-la-verita.blogspot.com,-1,url,40070,-1,40070,0,0.72145057
ashevilleweather.com,-1,url,20985,-1,20985,0,0.7213406
crepanelmuro.blogspot.com,-1,url,25917,-1,25917,0,0.7213305
rjawei.vip,-1,url,40139,-1,40139,0,0.7212511
thedailydiscord.blogspot.com,-1,url,30695,-1,30695,0,0.7208665
frombearcreek.com,-1,url,38865,-1,38865,0,0.72082764
loverealized.com,-1,url,43474,-1,43136,0,0.7207263
firearms-montana.com,-1,url,37150,-1,37150,0,0.7205526
blubrry.com,-1,url,21807,-1,21807,0,0.72051555
sstplindia.com,-1,url,14479,-1,14479,0,0.72042793
virtusvincit.com,-1,url,38882,-1,38882,0,0.72014195
paganvigil.com,-1,url,21188,-1,21188,0,0.72010297
viral-news.online,-1,url,20268,-1,20268,0,0.72005033
alkhaleejtoday.co,-1,url,20852,-1,20852,0,0.72001874
ongangstalking.blogspot.com,-1,url,20216,-1,20216,0,0.71996504
medicalmedium.ws,-1,url,43417,-1,43112,0,0.71980894
rinocammilleri.com,-1,url,41269,-1,41269,0,0.71979916
castleevents.com,-1,url,38964,-1,38964,0,0.7196894
markamerica.com,-1,url,13322,-1,13322,0,0.7196879
crankmanifesto.blogspot.com,-1,url,30693,-1,30693,0,0.7195862
ivabellini.blogspot.com,-1,url,40072,-1,40072,0,0.71953684
cognitivelydissonant.blogspot.com,-1,url,37573,-1,37573,0,0.7194831
religiopoliticaltalk.com,-1,url,37303,-1,37303,0,0.7193621
sanmargjharkhand.com,-1,url,37836,-1,37836,0,0.7193521
chiesacormons.it,-1,url,26661,-1,26661,0,0.7192418
peginduri.com,-1,url,18366,-1,18366,0,0.7191954
fardab.com,-1,url,15327,-1,15327,0,0.7189181
anthonywilliam.guru,-1,url,43411,-1,43107,0,0.7188982
rushfm.co.nz,-1,url,41890,-1,41890,0,0.7188167
lijstpimfortuyn-eindhoven.nl,-1,url,41656,-1,41656,0,0.71877754
rightingonthewallz.blogspot.com,-1,url,37078,-1,37078,0,0.71866447
simb-diriodeumadesempregada.blogspot.com,-1,url,43661,-1,43242,0,0.7186461
searchforbibletruths.blogspot.com,-1,url,40456,-1,40456,0,0.71853596
wideblick.blogspot.com,-1,url,21765,-1,21765,0,0.7185292
eastvalleynewsnet.com,-1,url,39643,-1,39643,0,0.7185199
purged.tv,-1,url,31233,-1,31233,0,0.71851915
pierolucich.blogspot.com,-1,url,39456,-1,39456,0,0.7182754
irasciblemusings.com,-1,url,25670,-1,25670,0,0.7182464
mikeandzyvirtual.blogspot.com,-1,url,16542,-1,16542,0,0.7182165
dardogasparre.com,-1,url,35289,-1,35289,0,0.71820784
no-pasaran.blogspot.com,-1,url,19640,-1,19640,0,0.71811104
thecanadianreport.ca,-1,url,30286,-1,30286,0,0.71806955
comedoncamillo.blogspot.com,-1,url,22408,-1,22408,0,0.71794045
12160.info,-1,url,28539,-1,28539,0,0.7179116
highwaytoacdc.com,-1,url,30697,-1,30697,0,0.7177986
feli-popescu.blogspot.com,-1,url,32169,-1,32169,0,0.7176751
jpfo.org,-1,url,18477,-1,18477,0,0.7176696
trumpification.org,-1,url,43712,-1,43265,0,0.71760404
letteredalcongelatore.blogspot.com,-1,url,21240,-1,21240,0,0.7175568
sherriequestioningall.blogspot.com,-1,url,41128,-1,41128,0,0.7175195
99thesen.com,-1,url,14454,-1,14454,0,0.7171426
drop.space,-1,url,29460,-1,29460,0,0.71698195
weltzin.me,-1,url,39595,-1,39595,0,0.71697986
christlichesforum.info,-1,url,13026,-1,13026,0,0.7169785
ncrenegade.com,-1,url,37898,-1,37898,0,0.71696
rogerailes.blogspot.com,-1,url,36690,-1,36690,0,0.7169266
itstheminder.blogspot.com,-1,url,22404,-1,22404,0,0.7168483
rifasrifas.com,-1,url,14484,-1,14484,0,0.7167564
bradstockboys.blogspot.com,-1,url,38724,-1,38724,0,0.71673155
alalumieredunouveaumonde.blogspot.com,-1,url,27497,-1,27497,0,0.7167236
gameliberty.club,-1,url,27492,-1,27492,0,0.7167158
onlibertywatch.org,-1,url,38254,-1,38254,0,0.7166851
renegadetribune.com,-1,url,16583,-1,16583,0,0.71658325
bladi.info,-1,url,38525,-1,38525,0,0.71655434
two-witnesses-revelation.blogspot.com,-1,url,42089,-1,42089,0,0.716491
kostadealhabaite.blogspot.com,-1,url,43514,-1,43167,0,0.7164367
technicalpolitics.com,-1,url,39287,-1,39287,0,0.7164029
molly.com,-1,url,11877,-1,11877,0,0.71637887
talkwisdom.blogspot.com,-1,url,20444,-1,20444,0,0.71637857
sarroub.blogspot.com,-1,url,40586,-1,40586,0,0.71635175
patriotsheartnetwork.com,-1,url,39370,-1,39370,0,0.71635056
rn722.blogspot.com,-1,url,39360,-1,39360,0,0.71634156
wizbangblog.com,-1,url,17892,-1,17892,0,0.7162904
lengadoc-info.com,-1,url,28020,-1,28020,0,0.7160403
calvaryportsmouth.co.uk,-1,url,42402,-1,42402,0,0.71603274
blife.news,-1,url,16689,-1,16689,0,0.7160084
rooshnme.blogspot.com,-1,url,37586,-1,37586,0,0.71598786
ilnapolichevorrei.blogspot.com,-1,url,14544,-1,14544,0,0.7159124
emeraldguardians.nl.eu.org,-1,url,42793,-1,42793,0,0.71587515
idowa.plus,-1,url,24440,-1,24440,0,0.7158037
jlamothe.net,-1,url,36561,-1,36561,0,0.71561104
4rwws.blogspot.com,-1,url,18495,-1,18495,0,0.7153454
blend-news.com,-1,url,35293,-1,35293,0,0.715322
sinnaluvva.blogspot.com,-1,url,17011,-1,17011,0,0.7152377
daniel-danielnoticias.blogspot.com,-1,url,16537,-1,16537,0,0.7152111
sc2tv.ru,-1,url,40833,-1,40833,0,0.71513796
bürger-für-meckenheim.de,-1,url,14110,-1,14110,0,0.7150689
hockeyfans.ch,-1,url,18042,-1,18042,0,0.714998
cpgwnc.com,-1,url,20982,-1,20982,0,0.7149823
verainformazionerealtime.blogspot.com,-1,url,39457,-1,39457,0,0.7149539
samizdatherald.com,-1,url,13645,-1,13645,0,0.7149509
ncanews.it,-1,url,29501,-1,29501,0,0.7148725
gruppolaico.it,-1,url,31169,-1,31169,0,0.71487063
refrigeratorrepairsanantoniotx.com,-1,url,24746,-1,24746,0,0.7148567
silkeschaefer.com,-1,url,26219,-1,26219,0,0.714836
rumodelism.com,-1,url,16617,-1,16617,0,0.71466225
netchurch.com.ng,-1,url,24804,-1,24804,0,0.7145269
esprimicia.com,-1,url,35295,-1,35295,0,0.71451926
dossierpolitico.com,-1,url,15946,-1,15946,0,0.71450496
epgn.ch,-1,url,43441,-1,43121,0,0.7144937
jayfonseca.com,-1,url,16543,-1,16543,0,0.71445656
vineyardsaker.blogspot.com,-1,url,30221,-1,30221,0,0.71439314
medicalmedium.mobi,-1,url,43415,-1,43111,0,0.7141723
evilbloggerlady.blogspot.com,-1,url,16443,-1,16443,0,0.7141578
avl.mx,-1,url,20986,-1,20986,0,0.71414125
loverofgossip.blogspot.com,-1,url,40027,-1,40027,0,0.7141324
theisraelconnection.blogspot.com,-1,url,43341,-1,43061,0,0.71406037
mein-wochenblatt.de,-1,url,17486,-1,17486,0,0.71405524
vapingunderground.com,-1,url,27671,-1,27671,0,0.71403813
mepits.com,-1,url,26601,-1,26601,0,0.71401113
yourjob.de,-1,url,14106,-1,14106,0,0.71397895
paperpm.com,-1,url,40141,-1,40141,0,0.7139189
thincktank.blogspot.com,-1,url,25646,-1,25646,0,0.71383023
justdoall.com,-1,url,19979,-1,19979,0,0.7137003
l2damage.com,-1,url,30726,-1,30726,0,0.7135734
maxm.news,-1,url,40119,-1,40119,0,0.713526
wuzhuiso.com,-1,url,40142,-1,40142,0,0.713517
twellit.com,-1,url,15939,-1,15939,0,0.7134506
michaela-bodensee.de,-1,url,26832,-1,26832,0,0.71337056
ahrp.org,-1,url,39090,-1,39090,0,0.71330035
manifestofblasphemy.blogspot.com,-1,url,39001,-1,39001,0,0.7132968
friedensblick.de,-1,url,13031,-1,13031,0,0.7132699
messiahmews.blogspot.com,-1,url,15683,-1,15683,0,0.71298134
maxm.network,-1,url,40120,-1,40120,0,0.712931
hiddenexperience.blogspot.com,-1,url,43738,-1,43279,0,0.7127559
babesblingandbooze.blogspot.com,-1,url,27799,-1,27799,0,0.7127235
infocomms.org,-1,url,41197,-1,41197,0,0.71269155
wwwwakeupamericans-spree.blogspot.com,-1,url,33852,-1,33852,0,0.71268666
goodtimesdelgadostyle.blogspot.com,-1,url,37753,-1,37753,0,0.7126093
lacuisinedannie.com,-1,url,18714,-1,18714,0,0.7125933
italiablog.org,-1,url,39256,-1,39256,0,0.7125449
mommyunderground.com,-1,url,25378,-1,25378,0,0.712523
picislami.blogspot.com,-1,url,30756,-1,30756,0,0.71249604
lislampourlesnuls.blogspot.com,-1,url,15169,-1,15169,0,0.71246934
waiblingen-journal.de,-1,url,17492,-1,17492,0,0.712436
centerfit.blogspot.com,-1,url,29292,-1,29292,0,0.7123928
kurdistan.ru,-1,url,38836,-1,38836,0,0.7123551
jdnmirror.com,-1,url,39521,-1,39521,0,0.7123453
takeit-easy.net,-1,url,38715,-1,38715,0,0.712254
valorguardians.com,-1,url,28236,-1,28236,0,0.7122161
freebsdler-unglaubliches.blogspot.com,-1,url,23053,-1,23053,0,0.7121921
satafricanews.blogspot.com,-1,url,39529,-1,39529,0,0.71216244
nbyznk.com,-1,url,14480,-1,14480,0,0.7121156
bensbergentdecken.de,-1,url,14109,-1,14109,0,0.71200377
diario-octubre.com,-1,url,38664,-1,38664,0,0.71179307
ubnotorious.blogspot.com,-1,url,36352,-1,36352,0,0.71174973
norwegen-angelfreunde.de,-1,url,26986,-1,26986,0,0.7116958
thelibertycoalition.org,-1,url,40427,-1,40427,0,0.7116931
romaadultiincontribakeka.blogspot.com,-1,url,39258,-1,39258,0,0.7116652
heard.zone,-1,url,18438,-1,18438,0,0.71162534
viejocondor.blogspot.com,-1,url,38667,-1,38667,0,0.71157306
util21.ro,-1,url,41917,-1,41917,0,0.7115476
omceota.it,-1,url,29879,-1,29879,0,0.7114438
centermatter.com,-1,url,30435,-1,30435,0,0.7114245
dukinkin.blogspot.com,-1,url,12641,-1,12641,0,0.7111279
thebalkan.press,-1,url,28368,-1,28368,0,0.71106654
netolkonews.com,-1,url,33613,-1,33613,0,0.71093345
usagovpolicy.com,-1,url,25154,-1,25154,0,0.71089625
leportedellaterradimezzo.blogspot.com,-1,url,17153,-1,17153,0,0.7108768
yidwithlid.blogspot.com,-1,url,16442,-1,16442,0,0.71084505
cybre.space,-1,url,25754,-1,25754,0,0.71081454
forzearmate.org,-1,url,23298,-1,23298,0,0.7108096
sgis-durooduponprophet.blogspot.com,-1,url,30752,-1,30752,0,0.7107772
uspesna-lecba.cz,-1,url,38627,-1,38627,0,0.7107446
rheinischeanzeigenblaetter.de,-1,url,14108,-1,14108,0,0.7104872
owsusefulidiots.blogspot.com,-1,url,42158,-1,42158,0,0.71034616
coinlenta.ru,-1,url,20938,-1,20938,0,0.7103265
newselarab.com,-1,url,18864,-1,18864,0,0.7102548
derveni.org,-1,url,16676,-1,16676,0,0.7102456
rivetingnews.org,-1,url,31951,-1,31951,0,0.71014774
news-coronavirus.it,-1,url,14962,-1,14962,0,0.7101229
bossiptemp2.blogspot.com,-1,url,40152,-1,40152,0,0.7100563
level9news.com,-1,url,40165,-1,40165,0,0.7099571
mekenterprisesblog.com,-1,url,42987,-1,42919,0,0.7098626
bunicuta.net,-1,url,31630,-1,31630,0,0.7097374
thedailydiscord.org,-1,url,30692,-1,30692,0,0.7095977
74.207.248.141,-1,url,29357,-1,29357,0,0.7095663
pkzhidi.xyz,-1,url,40144,-1,40144,0,0.7095173
greatamericanwildlife.com,-1,url,42317,-1,42317,0,0.7094343
westerncivilizationandculture.blogspot.com,-1,url,21216,-1,21216,0,0.70940536
sowflo.com,-1,url,15325,-1,15325,0,0.7094013
printzipia.de,-1,url,21766,-1,21766,0,0.70939064
derniereheureqc.com,-1,url,21976,-1,21976,0,0.7093478
theredsquirrelreport.blogspot.com,-1,url,23317,-1,23317,0,0.70928603
moveonorgnfo.blogspot.com,-1,url,29963,-1,29963,0,0.7091653
emeraldcoastgazette.com,-1,url,38272,-1,38272,0,0.7088325
wnho.net,-1,url,38476,-1,38476,0,0.70875216
itdontmakesense.blogspot.com,-1,url,15159,-1,15159,0,0.7087247
laltramedicina.blogspot.com,-1,url,29290,-1,29290,0,0.7087074
structuralarchaeology.blogspot.com,-1,url,41823,-1,41823,0,0.7087009
libertytree.ca,-1,url,41201,-1,41201,0,0.70849013
morsodifame.com,-1,url,38408,-1,38408,0,0.7084749
vacciniinforma.it,-1,url,40071,-1,40071,0,0.7083465
isoladipatmos.com,-1,url,41392,-1,41392,0,0.7083335
postcodegokken.nl,-1,url,35301,-1,35301,0,0.7083278
blogoright.blogspot.com,-1,url,13192,-1,13192,0,0.708287
thepoliticalpastor.com,-1,url,21522,-1,21522,0,0.7082818
soz-etc.com,-1,url,29490,-1,29490,0,0.70819914
higherjourneys.com,-1,url,43743,-1,43283,0,0.7079846
livingonfoodstamps.blogspot.com,-1,url,31265,-1,31265,0,0.70798427
askaprepper.com,-1,url,40862,-1,40862,0,0.7079038
theconservativefreelancer.com,-1,url,39402,-1,39402,0,0.7078134
neocatecumenali.blogspot.com,-1,url,42551,-1,42551,0,0.70776355
gsaitis.blogspot.com,-1,url,29648,-1,29648,0,0.70760345
monarquicosantamargaridacoutada.blogspot.com,-1,url,31799,-1,31799,0,0.7074963
resiliencetv.fr,-1,url,16527,-1,16527,0,0.7074
cardsforscience.com,-1,url,14482,-1,14482,0,0.7073866
bushwalk.com,-1,url,30696,-1,30696,0,0.7073798
main-ding.de,-1,url,16970,-1,16970,0,0.7072917
boards.ie,-1,url,38355,-1,38355,0,0.7072658
freenorthcarolina.blogspot.com,-1,url,13497,-1,13497,0,0.707254
verydeepleft.blogspot.com,-1,url,31987,-1,31987,0,0.70699793
leceneridipinocchio.blogspot.com,-1,url,38737,-1,38737,0,0.7068808
lesfemmes-thetruth.blogspot.com,-1,url,27348,-1,27348,0,0.7067778
climatescience.blogspot.com,-1,url,26402,-1,26402,0,0.7066238
qlobal-change.blogspot.com,-1,url,15267,-1,15267,0,0.7065462
orlodelboccale.blogspot.com,-1,url,16672,-1,16672,0,0.70648646
debatepolicy.com,-1,url,19660,-1,19660,0,0.70644385
haebam.com,-1,url,37838,-1,37838,0,0.7063521
technologyevaluation.com,-1,url,31540,-1,31540,0,0.70634407
dubiousdisciple.com,-1,url,36004,-1,36004,0,0.706229
kingsburgtimes.com,-1,url,37180,-1,37180,0,0.7062275
nigeriaproperty-real.blogspot.com,-1,url,40952,-1,40952,0,0.70613354
vladtepesblog.com,-1,url,16598,-1,16598,0,0.7060662
warriortalk.com,-1,url,25826,-1,25826,0,0.70599127
thisgirlreprobate.blogspot.com,-1,url,40026,-1,40026,0,0.7058975
elespiadigital.com,-1,url,31171,-1,31171,0,0.7058394
artend.one,-1,url,35294,-1,35294,0,0.7058166
livinglies.me,-1,url,42237,-1,42237,0,0.7058033
shuffly.net,-1,url,37050,-1,37050,0,0.7057796
wheelgunr.blogspot.com,-1,url,24410,-1,24410,0,0.7057345
titulos.com.ar,-1,url,35288,-1,35288,0,0.7057056
italiafotoshow.blogspot.com,-1,url,29307,-1,29307,0,0.7056867
198.46.190.126,-1,url,42481,-1,42481,0,0.7056294
leozagami.com,-1,url,16582,-1,16582,0,0.7056203
dissident.one,-1,url,13745,-1,13745,0,0.7055406
dailyallnewsbulletin.blogspot.com,-1,url,13195,-1,13195,0,0.7054377
cannabis-aktuell.de,-1,url,23392,-1,23392,0,0.7052903
campagnano-rap.blogspot.com,-1,url,16653,-1,16653,0,0.7052374
doublegunshop.com,-1,url,23331,-1,23331,0,0.70521015
libertarianwoman.blogspot.com,-1,url,37087,-1,37087,0,0.7051092
chroniquesdepereslavl.blogspot.com,-1,url,12644,-1,12644,0,0.7050854
undicisettembre.blogspot.com,-1,url,22138,-1,22138,0,0.70503426
biggeesblog.cymru,-1,url,29348,-1,29348,0,0.70501006
unlikelyvoter.com,-1,url,22249,-1,22249,0,0.70499414
nuovaresistenza.org,-1,url,16655,-1,16655,0,0.70493406
nicoclub.com,-1,url,41583,-1,41583,0,0.7048549
complottismo.blogspot.com,-1,url,22139,-1,22139,0,0.70473933
dkdox.tv,-1,url,28759,-1,28759,0,0.70461303
blackriflecoffee.com,-1,url,24409,-1,24409,0,0.70444405
oitavomandamento.blogspot.com,-1,url,38297,-1,38297,0,0.70442945
actuchomage.org,-1,url,20272,-1,20272,0,0.70437324
piryx.com,-1,url,23045,-1,23045,0,0.70430255
edberry.com,-1,url,29107,-1,29107,0,0.7042885
bettymacdonaldfanclub.blogspot.com,-1,url,28708,-1,28708,0,0.70427775
ciprr.org,-1,url,19849,-1,19849,0,0.70417726
zoekbalk.nl,-1,url,24705,-1,24705,0,0.7041267
mukorom.hu,-1,url,36654,-1,36654,0,0.7040481
sarir209.com,-1,url,21106,-1,21106,0,0.70402765
snbchf.com,-1,url,39758,-1,39758,0,0.7040158
eurofootnews.net,-1,url,20117,-1,20117,0,0.7039649
elizabethgeorg.com,-1,url,23300,-1,23300,0,0.7038046
supertalk929.com,-1,url,19649,-1,19649,0,0.7036557
sifmanci.myblog.it,-1,url,27588,-1,27588,0,0.70357984
institut-allgemeinmedizin.bz.it,-1,url,29881,-1,29881,0,0.70356804
soutalgnoub.com,-1,url,18865,-1,18865,0,0.7035057
nukingpolitics.com,-1,url,29354,-1,29354,0,0.703338
alopezie.de,-1,url,14457,-1,14457,0,0.7033032
patpathosmama.blogspot.com,-1,url,42778,-1,42778,0,0.7032931
blockland.us,-1,url,31453,-1,31453,0,0.7032512
iuniscuolainforma.blogspot.com,-1,url,41257,-1,41257,0,0.7031488
ekb.org.uk,-1,url,18073,-1,18073,0,0.70310736
gcatc.org,-1,url,23790,-1,23790,0,0.7030243
misa-yoga.blogspot.com,-1,url,41950,-1,41950,0,0.7027879
eurolibertes.com,-1,url,28019,-1,28019,0,0.7026748
plataformadistritocero.blogspot.com,-1,url,38668,-1,38668,0,0.70263857
anti-vaccines.com,-1,url,39900,-1,39900,0,0.7024783
nationalblueprint.org,-1,url,19852,-1,19852,0,0.70244056
totorecords.com,-1,url,15329,-1,15329,0,0.70234334
paulghitiu2009.blogspot.com,-1,url,31991,-1,31991,0,0.70232445
association-vascularites.org,-1,url,27368,-1,27368,0,0.70231164
frontelibero.blogspot.com,-1,url,21239,-1,21239,0,0.70226437
humormeetscomics.com,-1,url,27761,-1,27761,0,0.7021231
therevcounter.co.uk,-1,url,24096,-1,24096,0,0.70208323
breizhbook.com,-1,url,18899,-1,18899,0,0.7020799
umweltbrief.org,-1,url,21770,-1,21770,0,0.70204985
wolfysmith.blogspot.com,-1,url,37683,-1,37683,0,0.7017326
questionevolution.blogspot.com,-1,url,43682,-1,43256,0,0.7017136
latein.at,-1,url,31786,-1,31786,0,0.7017026
xxxtastream.com,-1,url,41965,-1,41965,0,0.7016719
superraamat.tv,-1,url,38592,-1,38592,0,0.70163196
yazdivp.site,-1,url,38880,-1,38880,0,0.7015376
flibusta.site,-1,url,23950,-1,23950,0,0.70153373
toutmonexam.fr,-1,url,19566,-1,19566,0,0.7015189
thegaycourier.blogspot.com,-1,url,14619,-1,14619,0,0.70146215
financialregulators.blogspot.com,-1,url,27807,-1,27807,0,0.70139676
novopress.info,-1,url,24385,-1,24385,0,0.70138943
cronoriflessologia.blogspot.com,-1,url,40786,-1,40786,0,0.7011339
productiveclassrevolt.blogspot.com,-1,url,38213,-1,38213,0,0.7009423
zvw-immo.de,-1,url,17487,-1,17487,0,0.7008581
truthtube.video,-1,url,39659,-1,39659,0,0.700726
fmita.it,-1,url,41511,-1,41511,0,0.70068157
educationglobalhealth.eu,-1,url,26996,-1,26996,0,0.7006587
pattoverascienza.com,-1,url,31604,-1,31604,0,0.7006048
landoverbaptist.net,-1,url,38832,-1,38832,0,0.7005882
thenwwrdor.blogspot.com,-1,url,32023,-1,32023,0,0.7005867
politicaltruthserum.blogspot.com,-1,url,19643,-1,19643,0,0.70058024
bloggproffs.se,-1,url,30257,-1,30257,0,0.70057863
simplifythepositive.blogspot.com,-1,url,19001,-1,19001,0,0.7004893
yang-nando.blogspot.com,-1,url,39502,-1,39502,0,0.700313
cruciform-mirth.blogspot.com,-1,url,42906,-1,42892,0,0.7002942
andyhargreaves.weebly.com,-1,url,39259,-1,39259,0,0.7002758
zvw-trauer.de,-1,url,17488,-1,17488,0,0.7002265
booksbikesboomsticks.blogspot.com,-1,url,42051,-1,42051,0,0.70016044
tajarobteb.ir,-1,url,21105,-1,21105,0,0.7001296
camcaps.net,-1,url,29893,-1,29893,0,0.70009613
geldlexikon.com,-1,url,23130,-1,23130,0,0.7000697
latterdaymainstreet.com,-1,url,31688,-1,31688,0,0.69999105
indiadailydigital.com,-1,url,25339,-1,25339,0,0.69995195
cleoeiben2016.blogspot.com,-1,url,27808,-1,27808,0,0.6999401
umbrialeft.it,-1,url,29111,-1,29111,0,0.6999272
fightersweep.com,-1,url,35667,-1,35667,0,0.6999165
weblinksnewsletter.blogspot.com,-1,url,37811,-1,37811,0,0.6998084
varcom-outlet.ro,-1,url,32438,-1,32438,0,0.6997002
bonoboville.com,-1,url,27357,-1,27357,0,0.6996211
smallreflections.blogspot.com,-1,url,37015,-1,37015,0,0.6995815
scottyurb.blogspot.com,-1,url,22009,-1,22009,0,0.6995472
kindness2.com,-1,url,43592,-1,43205,0,0.6993497
southendunitedfootballclub.co.uk,-1,url,23794,-1,23794,0,0.6993347
rakib24.blogspot.com,-1,url,30760,-1,30760,0,0.6993191
budsgunshop.com,-1,url,30052,-1,30052,0,0.69923025
decisionofstartups.blogspot.com,-1,url,27809,-1,27809,0,0.699228
thedailyfodder.blogspot.com,-1,url,38975,-1,38975,0,0.6991372
swity.de,-1,url,16971,-1,16971,0,0.6991173
arnshaugk.de,-1,url,24643,-1,24643,0,0.6989818
ciakillyoutubeximf.blogspot.com,-1,url,29609,-1,29609,0,0.69892097
mensrightsboard.blogspot.com,-1,url,41404,-1,41404,0,0.6988659
rogue-nation.com,-1,url,41962,-1,41962,0,0.6987421
florisotto.blogspot.com,-1,url,28476,-1,28476,0,0.6987019
elch-akademie.de,-1,url,26217,-1,26217,0,0.69859457
tersee.blogspot.com,-1,url,40612,-1,40612,0,0.69852734
utahstandardnews.com,-1,url,39420,-1,39420,0,0.6985006
theunhivedmind.com,-1,url,41200,-1,41200,0,0.6984693
eudailydigital.com,-1,url,25340,-1,25340,0,0.69846153
infocatho.fr,-1,url,31798,-1,31798,0,0.6980883
macedoniantruth.org,-1,url,40716,-1,40716,0,0.6980749
deplorabletribune.com,-1,url,43257,-1,43029,0,0.6978449
newspirit.com,-1,url,40512,-1,40512,0,0.6977276
stopeg.com,-1,url,34031,-1,34031,0,0.6976728
andrewelder.blogspot.com,-1,url,33938,-1,33938,0,0.69765186
newworldorderinfo.com,-1,url,30937,-1,30937,0,0.69755304
bpicampus.com,-1,url,22012,-1,22012,0,0.69753957
talkingcarlton.com,-1,url,21551,-1,21551,0,0.69744575
eurocosys.blogspot.com,-1,url,27810,-1,27810,0,0.6974337
progettoalternativo.com,-1,url,41187,-1,41187,0,0.6973763
nbanewsvault.com,-1,url,15331,-1,15331,0,0.6973228
americangulag.us,-1,url,40426,-1,40426,0,0.6972235
ordinemedici.piacenza.it,-1,url,29880,-1,29880,0,0.6972004
cookingwithmaryandfriends.com,-1,url,40408,-1,40408,0,0.69714415
barracudanls.blogspot.com,-1,url,30073,-1,30073,0,0.6971214
asianlite.us,-1,url,25337,-1,25337,0,0.6970653
pfenz.de,-1,url,24572,-1,24572,0,0.6970648
vtv.gob.ve,-1,url,42466,-1,42466,0,0.6970528
rosemarysthoughts.blogspot.com,-1,url,32243,-1,32243,0,0.69691896
finaltelegraph.com,-1,url,42461,-1,42461,0,0.6968496
thescottcarpdream.blogspot.com,-1,url,20446,-1,20446,0,0.6967044
leofrank.info,-1,url,42825,-1,42825,0,0.69655895
hpanwo-radio.blogspot.com,-1,url,42794,-1,42794,0,0.69637024
afd-landkreis-stade.de,-1,url,16338,-1,16338,0,0.69635934
genovaquotidiana.com,-1,url,41512,-1,41512,0,0.6963176
torindiegalaxien.de,-1,url,28114,-1,28114,0,0.69631094
172.243.235.225,-1,url,40966,-1,40966,0,0.6963088
